Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value
634,Qatar,2015,Major trading partner 2 (% of imports),United States,,12.9
634,Qatar,2020,Major trading partner 2 (% of imports),United States,,17.9
634,Qatar,2023,Major trading partner 2 (% of imports),United States,,14.6
634,Qatar,2015,Major trading partner 3 (% of exports),Republic of Korea,,17.7
634,Qatar,2020,Major trading partner 3 (% of exports),Republic of Korea,,12.9
634,Qatar,2023,Major trading partner 3 (% of exports),Republic of Korea,,10.9
634,Qatar,2015,Major trading partner 3 (% of imports),India,,3.6
634,Qatar,2020,Major trading partner 3 (% of imports),India,,5.2
634,Qatar,2023,Major trading partner 3 (% of imports),India,,6.2
410,Republic of Korea,2015,Major trading partner 1 (% of exports),China,,26
410,Republic of Korea,2020,Major trading partner 1 (% of exports),China,,25.9
410,Republic of Korea,2023,Major trading partner 1 (% of exports),China,,22.8
410,Republic of Korea,2015,Major trading partner 1 (% of imports),China,,20.7
410,Republic of Korea,2020,Major trading partner 1 (% of imports),China,,23.3
410,Republic of Korea,2023,Major trading partner 1 (% of imports),China,,21.1
410,Republic of Korea,2015,Major trading partner 2 (% of exports),United States,,13.3
410,Republic of Korea,2020,Major trading partner 2 (% of exports),United States,,14.5
410,Republic of Korea,2023,Major trading partner 2 (% of exports),United States,,16.1
410,Republic of Korea,2015,Major trading partner 2 (% of imports),United States,,10.1
410,Republic of Korea,2020,Major trading partner 2 (% of imports),United States,,12.4
410,Republic of Korea,2023,Major trading partner 2 (% of imports),United States,,11.2
410,Republic of Korea,2015,Major trading partner 3 (% of exports),Viet Nam,,5.3
410,Republic of Korea,2020,Major trading partner 3 (% of exports),Viet Nam,,9.5
410,Republic of Korea,2023,Major trading partner 3 (% of exports),Viet Nam,,8.9
410,Republic of Korea,2015,Major trading partner 3 (% of imports),Japan,,10.5
410,Republic of Korea,2020,Major trading partner 3 (% of imports),Japan,,9.8
410,Republic of Korea,2023,Major trading partner 3 (% of imports),Japan,,7.5
498,Republic of Moldova,2015,Major trading partner 1 (% of exports),Romania,,22.7
498,Republic of Moldova,2020,Major trading partner 1 (% of exports),Romania,,28.7
498,Republic of Moldova,2023,Major trading partner 1 (% of exports),Romania,,35.1
498,Republic of Moldova,2015,Major trading partner 1 (% of imports),Romania,,13.9
498,Republic of Moldova,2020,Major trading partner 1 (% of imports),Romania,,11.7
498,Republic of Moldova,2023,Major trading partner 1 (% of imports),Romania,,15
498,Republic of Moldova,2015,Major trading partner 2 (% of exports),Ukraine,,2.3
498,Republic of Moldova,2020,Major trading partner 2 (% of exports),Ukraine,,2.8
498,Republic of Moldova,2023,Major trading partner 2 (% of exports),Ukraine,,14.7
498,Republic of Moldova,2015,Major trading partner 2 (% of imports),Ukraine,,9.3
498,Republic of Moldova,2020,Major trading partner 2 (% of imports),Ukraine,,9.7
498,Republic of Moldova,2023,Major trading partner 2 (% of imports),Ukraine,,12.4
498,Republic of Moldova,2015,Major trading partner 3 (% of exports),Italy,,10
498,Republic of Moldova,2020,Major trading partner 3 (% of exports),Italy,,8.7
498,Republic of Moldova,2023,Major trading partner 3 (% of exports),Italy,,6.4
498,Republic of Moldova,2015,Major trading partner 3 (% of imports),China,,9.2
498,Republic of Moldova,2020,Major trading partner 3 (% of imports),China,,11.9
498,Republic of Moldova,2023,Major trading partner 3 (% of imports),China,,11.7
642,Romania,2015,Major trading partner 1 (% of exports),Germany,,19.8
642,Romania,2020,Major trading partner 1 (% of exports),Germany,,22.8
642,Romania,2023,Major trading partner 1 (% of exports),Germany,,20.8
642,Romania,2015,Major trading partner 1 (% of imports),Germany,,19.8
642,Romania,2020,Major trading partner 1 (% of imports),Germany,,20.8
642,Romania,2023,Major trading partner 1 (% of imports),Germany,,19.4
642,Romania,2015,Major trading partner 2 (% of exports),Italy,,12.4
642,Romania,2020,Major trading partner 2 (% of exports),Italy,,10.7
642,Romania,2023,Major trading partner 2 (% of exports),Italy,,10.2
642,Romania,2015,Major trading partner 2 (% of imports),Italy,,10.9
642,Romania,2020,Major trading partner 2 (% of imports),Italy,,8.9
642,Romania,2023,Major trading partner 2 (% of imports),Italy,,8.7
642,Romania,2015,Major trading partner 3 (% of exports),France,,6.8
642,Romania,2020,Major trading partner 3 (% of exports),France,,6.7
642,Romania,2023,Major trading partner 3 (% of exports),France,,6.3
642,Romania,2015,Major trading partner 3 (% of imports),Hungary,,7.9
642,Romania,2020,Major trading partner 3 (% of imports),Hungary,,7.3
642,Romania,2023,Major trading partner 3 (% of imports),Hungary,,6.5
643,Russian Federation,2015,Major trading partner 1 (% of exports),China,,8.3
643,Russian Federation,2020,Major trading partner 1 (% of exports),China,,14.6
643,Russian Federation,2023,Major trading partner 1 (% of exports),China,,14
643,Russian Federation,2015,Major trading partner 1 (% of imports),China,,19.3
643,Russian Federation,2020,Major trading partner 1 (% of imports),China,,23.7
643,Russian Federation,2023,Major trading partner 1 (% of imports),China,,24.8
643,Russian Federation,2015,Major trading partner 2 (% of exports),Netherlands,,12.3
643,Russian Federation,2020,Major trading partner 2 (% of exports),Netherlands,,7.4
643,Russian Federation,2023,Major trading partner 2 (% of exports),Netherlands,,8.6
643,Russian Federation,2015,Major trading partner 2 (% of imports),Germany,,10.5
643,Russian Federation,2020,Major trading partner 2 (% of imports),Germany,,10.1
643,Russian Federation,2023,Major trading partner 2 (% of imports),Germany,,9.3
643,Russian Federation,2015,Major trading partner 3 (% of exports),Germany,,4.6
643,Russian Federation,2020,Major trading partner 3 (% of exports),Germany,,5.5
643,Russian Federation,2023,Major trading partner 3 (% of exports),Germany,,6
643,Russian Federation,2015,Major trading partner 3 (% of imports),United States,,6.5
643,Russian Federation,2020,Major trading partner 3 (% of imports),United States,,5.7
643,Russian Federation,2023,Major trading partner 3 (% of imports),United States,,5.9
646,Rwanda,2015,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,32.6
646,Rwanda,2020,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,27.4
646,Rwanda,2023,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,38
646,Rwanda,2015,Major trading partner 1 (% of imports),China,,16.8
646,Rwanda,2020,Major trading partner 1 (% of imports),China,,18.9
646,Rwanda,2023,Major trading partner 1 (% of imports),China,,21
646,Rwanda,2015,Major trading partner 2 (% of exports),United Arab Emirates,,4.7
646,Rwanda,2020,Major trading partner 2 (% of exports),United Arab Emirates,,45.4
646,Rwanda,2023,Major trading partner 2 (% of exports),United Arab Emirates,,29.2
646,Rwanda,2015,Major trading partner 2 (% of imports),United Rep. Tanzania,,2.9
646,Rwanda,2020,Major trading partner 2 (% of imports),United Rep. Tanzania,,13.2
646,Rwanda,2023,Major trading partner 2 (% of imports),United Rep. Tanzania,,11.1
646,Rwanda,2015,Major trading partner 3 (% of exports),China,,2.6
646,Rwanda,2020,Major trading partner 3 (% of exports),China,,0.6
646,Rwanda,2023,Major trading partner 3 (% of exports),China,,4.8
646,Rwanda,2015,Major trading partner 3 (% of imports),Kenya,,6
646,Rwanda,2020,Major trading partner 3 (% of imports),Kenya,,10.7
646,Rwanda,2023,Major trading partner 3 (% of imports),Kenya,,9.3
659,Saint Kitts and Nevis,2023,Major trading partner 1 (% of exports),Malta,,42.2
659,Saint Kitts and Nevis,2015,Major trading partner 1 (% of imports),United States,,60
659,Saint Kitts and Nevis,2020,Major trading partner 1 (% of imports),United States,,44.7
659,Saint Kitts and Nevis,2023,Major trading partner 1 (% of imports),United States,,48.5
659,Saint Kitts and Nevis,2015,Major trading partner 2 (% of exports),United States,,65.9
659,Saint Kitts and Nevis,2020,Major trading partner 2 (% of exports),United States,,72.2
659,Saint Kitts and Nevis,2023,Major trading partner 2 (% of exports),United States,,25.1
659,Saint Kitts and Nevis,2015,Major trading partner 2 (% of imports),Italy,,0.2
659,Saint Kitts and Nevis,2020,Major trading partner 2 (% of imports),Italy,,0.2
659,Saint Kitts and Nevis,2023,Major trading partner 2 (% of imports),Italy,,9
659,Saint Kitts and Nevis,2020,Major trading partner 3 (% of exports),Türkiye,,2.8
659,Saint Kitts and Nevis,2023,Major trading partner 3 (% of exports),Türkiye,,5.7
659,Saint Kitts and Nevis,2015,Major trading partner 3 (% of imports),China,,2.5
659,Saint Kitts and Nevis,2020,Major trading partner 3 (% of imports),China,,4.4
659,Saint Kitts and Nevis,2023,Major trading partner 3 (% of imports),China,,6.9
662,Saint Lucia,2015,Major trading partner 1 (% of exports),Guyana,,1.5
662,Saint Lucia,2020,Major trading partner 1 (% of exports),Guyana,,6.9
662,Saint Lucia,2023,Major trading partner 1 (% of exports),Guyana,,17.1
662,Saint Lucia,2015,Major trading partner 1 (% of imports),United States,,44.4
662,Saint Lucia,2020,Major trading partner 1 (% of imports),United States,,39.8
662,Saint Lucia,2023,Major trading partner 1 (% of imports),United States,,49.1
662,Saint Lucia,2015,Major trading partner 2 (% of exports),United States,,47.5
662,Saint Lucia,2020,Major trading partner 2 (% of exports),United States,,28
662,Saint Lucia,2023,Major trading partner 2 (% of exports),United States,,14
662,Saint Lucia,2020,Major trading partner 2 (% of imports),Russian Federation,,0
662,Saint Lucia,2023,Major trading partner 2 (% of imports),Russian Federation,,18
662,Saint Lucia,2015,Major trading partner 3 (% of exports),Suriname,,0.1
662,Saint Lucia,2020,Major trading partner 3 (% of exports),Suriname,,0.4
662,Saint Lucia,2023,Major trading partner 3 (% of exports),Suriname,,13.4
662,Saint Lucia,2015,Major trading partner 3 (% of imports),Guyana,,1.3
662,Saint Lucia,2020,Major trading partner 3 (% of imports),Guyana,,0.9
662,Saint Lucia,2023,Major trading partner 3 (% of imports),Guyana,,6
670,Saint Vincent & Grenadines,2015,Major trading partner 1 (% of exports),Barbados,,16.5
670,Saint Vincent & Grenadines,2020,Major trading partner 1 (% of exports),Barbados,,11.7
670,Saint Vincent & Grenadines,2023,Major trading partner 1 (% of exports),Barbados,,16.5
670,Saint Vincent & Grenadines,2015,Major trading partner 1 (% of imports),United States,,38
670,Saint Vincent & Grenadines,2020,Major trading partner 1 (% of imports),United States,,43.4
670,Saint Vincent & Grenadines,2023,Major trading partner 1 (% of imports),United States,,46.8
670,Saint Vincent & Grenadines,2015,Major trading partner 2 (% of exports),Saint Lucia,,16.7
670,Saint Vincent & Grenadines,2020,Major trading partner 2 (% of exports),Saint Lucia,,9.9
670,Saint Vincent & Grenadines,2023,Major trading partner 2 (% of exports),Saint Lucia,,16.3
670,Saint Vincent & Grenadines,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,,17.6
670,Saint Vincent & Grenadines,2020,Major trading partner 2 (% of imports),Trinidad and Tobago,,11.1
670,Saint Vincent & Grenadines,2023,Major trading partner 2 (% of imports),Trinidad and Tobago,,9.4
670,Saint Vincent & Grenadines,2015,Major trading partner 3 (% of exports),United States,,4.3
670,Saint Vincent & Grenadines,2020,Major trading partner 3 (% of exports),United States,,20
670,Saint Vincent & Grenadines,2023,Major trading partner 3 (% of exports),United States,,14.6
670,Saint Vincent & Grenadines,2015,Major trading partner 3 (% of imports),China,,5.4
670,Saint Vincent & Grenadines,2020,Major trading partner 3 (% of imports),China,,6.2
670,Saint Vincent & Grenadines,2023,Major trading partner 3 (% of imports),China,,6.6
882,Samoa,2015,Major trading partner 1 (% of exports),New Zealand,,15
882,Samoa,2020,Major trading partner 1 (% of exports),New Zealand,,16
882,Samoa,2023,Major trading partner 1 (% of exports),New Zealand,,23.3
882,Samoa,2015,Major trading partner 1 (% of imports),New Zealand,,26
882,Samoa,2020,Major trading partner 1 (% of imports),New Zealand,,26.4
882,Samoa,2023,Major trading partner 1 (% of imports),New Zealand,,23.2
882,Samoa,2015,Major trading partner 2 (% of exports),American Samoa,,18.3
882,Samoa,2020,Major trading partner 2 (% of exports),American Samoa,,31.1
882,Samoa,2023,Major trading partner 2 (% of exports),American Samoa,,21.1
882,Samoa,2015,Major trading partner 2 (% of imports),Singapore,,15.5
882,Samoa,2020,Major trading partner 2 (% of imports),Singapore,,16.8
882,Samoa,2023,Major trading partner 2 (% of imports),Singapore,,16
882,Samoa,2015,Major trading partner 3 (% of exports),United States,,5.3
882,Samoa,2020,Major trading partner 3 (% of exports),United States,,12.8
882,Samoa,2023,Major trading partner 3 (% of exports),United States,,18.6
882,Samoa,2015,Major trading partner 3 (% of imports),China,,14.8
882,Samoa,2020,Major trading partner 3 (% of imports),China,,12.2
882,Samoa,2023,Major trading partner 3 (% of imports),China,,13.5
678,Sao Tome and Principe,2015,Major trading partner 1 (% of exports),Netherlands,,36.1
678,Sao Tome and Principe,2020,Major trading partner 1 (% of exports),Netherlands,,46.8
678,Sao Tome and Principe,2023,Major trading partner 1 (% of exports),Netherlands,,60.3
678,Sao Tome and Principe,2015,Major trading partner 1 (% of imports),Portugal,,58.6
678,Sao Tome and Principe,2020,Major trading partner 1 (% of imports),Portugal,,52.5
678,Sao Tome and Principe,2023,Major trading partner 1 (% of imports),Portugal,,36.2
678,Sao Tome and Principe,2015,Major trading partner 2 (% of exports),Belgium,,24.6
678,Sao Tome and Principe,2020,Major trading partner 2 (% of exports),Belgium,,16.2
678,Sao Tome and Principe,2023,Major trading partner 2 (% of exports),Belgium,,20.7
678,Sao Tome and Principe,2015,Major trading partner 2 (% of imports),Togo,,0.3
678,Sao Tome and Principe,2020,Major trading partner 2 (% of imports),Togo,,7.8
678,Sao Tome and Principe,2023,Major trading partner 2 (% of imports),Togo,,15.6
678,Sao Tome and Principe,2015,Major trading partner 3 (% of exports),Portugal,,5.1
678,Sao Tome and Principe,2020,Major trading partner 3 (% of exports),Portugal,,10.4
678,Sao Tome and Principe,2023,Major trading partner 3 (% of exports),Portugal,,4.7
678,Sao Tome and Principe,2015,Major trading partner 3 (% of imports),Angola,,21
678,Sao Tome and Principe,2020,Major trading partner 3 (% of imports),Angola,,11
678,Sao Tome and Principe,2023,Major trading partner 3 (% of imports),Angola,,13.7
682,Saudi Arabia,2015,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,5.6
682,Saudi Arabia,2020,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,71.1
682,Saudi Arabia,2023,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,59.8
682,Saudi Arabia,2015,Major trading partner 1 (% of imports),China,,14.1
682,Saudi Arabia,2020,Major trading partner 1 (% of imports),China,,20.2
682,Saudi Arabia,2023,Major trading partner 1 (% of imports),China,,19.8
682,Saudi Arabia,2015,Major trading partner 2 (% of exports),United Arab Emirates,,3.5
682,Saudi Arabia,2020,Major trading partner 2 (% of exports),United Arab Emirates,,4.8
682,Saudi Arabia,2023,Major trading partner 2 (% of exports),United Arab Emirates,,5.1
682,Saudi Arabia,2015,Major trading partner 2 (% of imports),United States,,13.7
682,Saudi Arabia,2020,Major trading partner 2 (% of imports),United States,,10.7
682,Saudi Arabia,2023,Major trading partner 2 (% of imports),United States,,10.6
682,Saudi Arabia,2015,Major trading partner 3 (% of exports),China,,2.8
682,Saudi Arabia,2020,Major trading partner 3 (% of exports),China,,4.4
682,Saudi Arabia,2023,Major trading partner 3 (% of exports),China,,3.8
682,Saudi Arabia,2015,Major trading partner 3 (% of imports),United Arab Emirates,,5.1
682,Saudi Arabia,2020,Major trading partner 3 (% of imports),United Arab Emirates,,6.8
682,Saudi Arabia,2023,Major trading partner 3 (% of imports),United Arab Emirates,,8.2
686,Senegal,2015,Major trading partner 1 (% of exports),Mali,,17
686,Senegal,2020,Major trading partner 1 (% of exports),Mali,,21
686,Senegal,2023,Major trading partner 1 (% of exports),Mali,,19.9
686,Senegal,2015,Major trading partner 1 (% of imports),China,,9.7
686,Senegal,2020,Major trading partner 1 (% of imports),China,,9.2
686,Senegal,2023,Major trading partner 1 (% of imports),China,,10
686,Senegal,2015,Major trading partner 2 (% of exports),India,,5.4
686,Senegal,2020,Major trading partner 2 (% of exports),India,,7.6
686,Senegal,2023,Major trading partner 2 (% of exports),India,,15.2
686,Senegal,2015,Major trading partner 2 (% of imports),France,,16.4
686,Senegal,2020,Major trading partner 2 (% of imports),France,,15.7
686,Senegal,2023,Major trading partner 2 (% of imports),France,,9.2
686,Senegal,2015,Major trading partner 3 (% of exports),Switzerland,,8.6
686,Senegal,2020,Major trading partner 3 (% of exports),Switzerland,,12.4
686,Senegal,2023,Major trading partner 3 (% of exports),Switzerland,,11.6
686,Senegal,2015,Major trading partner 3 (% of imports),India,,6.3
686,Senegal,2020,Major trading partner 3 (% of imports),India,,4.3
686,Senegal,2023,Major trading partner 3 (% of imports),India,,7.5
688,Serbia,2015,Major trading partner 1 (% of exports),Germany,,12.5
688,Serbia,2020,Major trading partner 1 (% of exports),Germany,,12.9
688,Serbia,2023,Major trading partner 1 (% of exports),Germany,,15.1
688,Serbia,2015,Major trading partner 1 (% of imports),Germany,,12.4
688,Serbia,2020,Major trading partner 1 (% of imports),Germany,,13.6
688,Serbia,2023,Major trading partner 1 (% of imports),Germany,,13.1
688,Serbia,2015,Major trading partner 2 (% of exports),Bosnia Herzegovina,,8.8
688,Serbia,2020,Major trading partner 2 (% of exports),Bosnia Herzegovina,,7.1
688,Serbia,2023,Major trading partner 2 (% of exports),Bosnia Herzegovina,,6.9
688,Serbia,2015,Major trading partner 2 (% of imports),China,,8.5
688,Serbia,2020,Major trading partner 2 (% of imports),China,,12.5
688,Serbia,2023,Major trading partner 2 (% of imports),China,,12.2
688,Serbia,2015,Major trading partner 3 (% of exports),Italy,,16.2
688,Serbia,2020,Major trading partner 3 (% of exports),Italy,,8.4
688,Serbia,2023,Major trading partner 3 (% of exports),Italy,,6.2
688,Serbia,2015,Major trading partner 3 (% of imports),Italy,,10.6
688,Serbia,2020,Major trading partner 3 (% of imports),Italy,,8.4
688,Serbia,2023,Major trading partner 3 (% of imports),Italy,,7.3
690,Seychelles,2015,Major trading partner 1 (% of exports),France,,19.8
690,Seychelles,2020,Major trading partner 1 (% of exports),France,,15.4
690,Seychelles,2023,Major trading partner 1 (% of exports),France,,26.4
690,Seychelles,2015,Major trading partner 1 (% of imports),Italy,,2.4
690,Seychelles,2020,Major trading partner 1 (% of imports),Italy,,1.1
690,Seychelles,2023,Major trading partner 1 (% of imports),Italy,,25.5
690,Seychelles,2015,Major trading partner 2 (% of exports),United Arab Emirates,,30.2
690,Seychelles,2020,Major trading partner 2 (% of exports),United Arab Emirates,,11.8
690,Seychelles,2023,Major trading partner 2 (% of exports),United Arab Emirates,,24.7
690,Seychelles,2015,Major trading partner 2 (% of imports),United Arab Emirates,,26
690,Seychelles,2020,Major trading partner 2 (% of imports),United Arab Emirates,,13.3
690,Seychelles,2023,Major trading partner 2 (% of imports),United Arab Emirates,,18.4
690,Seychelles,2015,Major trading partner 3 (% of exports),United Kingdom,,17.7
690,Seychelles,2020,Major trading partner 3 (% of exports),United Kingdom,,9
690,Seychelles,2023,Major trading partner 3 (% of exports),United Kingdom,,13.7
690,Seychelles,2015,Major trading partner 3 (% of imports),Netherlands,,1.3
690,Seychelles,2020,Major trading partner 3 (% of imports),Netherlands,,30.2
690,Seychelles,2023,Major trading partner 3 (% of imports),Netherlands,,11.5
694,Sierra Leone,2015,Major trading partner 1 (% of exports),China,,1.2
694,Sierra Leone,2020,Major trading partner 1 (% of exports),China,,26.9
694,Sierra Leone,2023,Major trading partner 1 (% of exports),China,,67.7
694,Sierra Leone,2015,Major trading partner 1 (% of imports),China,,11.5
694,Sierra Leone,2020,Major trading partner 1 (% of imports),China,,29.3
694,Sierra Leone,2023,Major trading partner 1 (% of imports),China,,34
694,Sierra Leone,2020,Major trading partner 2 (% of exports),United Arab Emirates,,4.8
694,Sierra Leone,2023,Major trading partner 2 (% of exports),United Arab Emirates,,5
694,Sierra Leone,2015,Major trading partner 2 (% of imports),India,,2.6
694,Sierra Leone,2020,Major trading partner 2 (% of imports),India,,9.8
694,Sierra Leone,2023,Major trading partner 2 (% of imports),India,,10.5
694,Sierra Leone,2015,Major trading partner 3 (% of exports),Belgium,,56.1
694,Sierra Leone,2020,Major trading partner 3 (% of exports),Belgium,,18.7
694,Sierra Leone,2023,Major trading partner 3 (% of exports),Belgium,,4.8
694,Sierra Leone,2015,Major trading partner 3 (% of imports),United States,,2.6
694,Sierra Leone,2020,Major trading partner 3 (% of imports),United States,,5.8
694,Sierra Leone,2023,Major trading partner 3 (% of imports),United States,,5.8
702,Singapore,2015,Major trading partner 1 (% of exports),China,,14.4
702,Singapore,2020,Major trading partner 1 (% of exports),China,,13.7
702,Singapore,2023,Major trading partner 1 (% of exports),China,,12.4
702,Singapore,2015,Major trading partner 1 (% of imports),China,,13.7
702,Singapore,2020,Major trading partner 1 (% of imports),China,,14.4
702,Singapore,2023,Major trading partner 1 (% of imports),China,,13.2
702,Singapore,2015,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,11.5
702,Singapore,2020,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,12.4
702,Singapore,2023,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,11.2
702,Singapore,2015,Major trading partner 2 (% of imports),Malaysia,,10.7
702,Singapore,2020,Major trading partner 2 (% of imports),Malaysia,,12.7
702,Singapore,2023,Major trading partner 2 (% of imports),Malaysia,,12.5
702,Singapore,2015,Major trading partner 3 (% of exports),Malaysia,,10.8
702,Singapore,2020,Major trading partner 3 (% of exports),Malaysia,,8.9
702,Singapore,2023,Major trading partner 3 (% of exports),Malaysia,,10
702,Singapore,2015,Major trading partner 3 (% of imports),"Other Asia, nes",,8
702,Singapore,2020,Major trading partner 3 (% of imports),"Other Asia, nes",,11
702,Singapore,2023,Major trading partner 3 (% of imports),"Other Asia, nes",,12.1
703,Slovakia,2015,Major trading partner 1 (% of exports),Germany,,22.3
703,Slovakia,2020,Major trading partner 1 (% of exports),Germany,,22.6
703,Slovakia,2023,Major trading partner 1 (% of exports),Germany,,21
703,Slovakia,2015,Major trading partner 1 (% of imports),Germany,,15.8
703,Slovakia,2020,Major trading partner 1 (% of imports),Germany,,18.7
703,Slovakia,2023,Major trading partner 1 (% of imports),Germany,,14.5
703,Slovakia,2015,Major trading partner 2 (% of exports),Czechia,,12.2
703,Slovakia,2020,Major trading partner 2 (% of exports),Czechia,,10.4
703,Slovakia,2023,Major trading partner 2 (% of exports),Czechia,,12.1
703,Slovakia,2015,Major trading partner 2 (% of imports),Czechia,,11.1
703,Slovakia,2020,Major trading partner 2 (% of imports),Czechia,,10.1
703,Slovakia,2023,Major trading partner 2 (% of imports),Czechia,,10.2
703,Slovakia,2015,Major trading partner 3 (% of exports),Poland,,8.3
703,Slovakia,2020,Major trading partner 3 (% of exports),Poland,,7.8
703,Slovakia,2023,Major trading partner 3 (% of exports),Poland,,7.3
703,Slovakia,2015,Major trading partner 3 (% of imports),"Other Europe, nes",,8.7
703,Slovakia,2020,Major trading partner 3 (% of imports),"Other Europe, nes",,7.8
703,Slovakia,2023,Major trading partner 3 (% of imports),"Other Europe, nes",,10.1
705,Slovenia,2015,Major trading partner 1 (% of exports),Switzerland,,1.7
705,Slovenia,2020,Major trading partner 1 (% of exports),Switzerland,,12.1
705,Slovenia,2023,Major trading partner 1 (% of exports),Switzerland,,27.2
705,Slovenia,2015,Major trading partner 1 (% of imports),Switzerland,,1.9
705,Slovenia,2020,Major trading partner 1 (% of imports),Switzerland,,12.7
705,Slovenia,2023,Major trading partner 1 (% of imports),Switzerland,,16.9
705,Slovenia,2015,Major trading partner 2 (% of exports),Germany,,20.8
705,Slovenia,2020,Major trading partner 2 (% of exports),Germany,,18.1
705,Slovenia,2023,Major trading partner 2 (% of exports),Germany,,13.5
705,Slovenia,2015,Major trading partner 2 (% of imports),China,,6.5
705,Slovenia,2020,Major trading partner 2 (% of imports),China,,7.3
705,Slovenia,2023,Major trading partner 2 (% of imports),China,,15.7
705,Slovenia,2015,Major trading partner 3 (% of exports),Italy,,11.3
705,Slovenia,2020,Major trading partner 3 (% of exports),Italy,,9.3
705,Slovenia,2023,Major trading partner 3 (% of exports),Italy,,8.6
705,Slovenia,2015,Major trading partner 3 (% of imports),Germany,,17.3
705,Slovenia,2020,Major trading partner 3 (% of imports),Germany,,14.1
705,Slovenia,2023,Major trading partner 3 (% of imports),Germany,,10.7
90,Solomon Islands,2015,Major trading partner 1 (% of exports),China,,58
90,Solomon Islands,2020,Major trading partner 1 (% of exports),China,,64.2
90,Solomon Islands,2023,Major trading partner 1 (% of exports),China,,52
90,Solomon Islands,2015,Major trading partner 1 (% of imports),China,,10.5
90,Solomon Islands,2020,Major trading partner 1 (% of imports),China,,31.4
90,Solomon Islands,2023,Major trading partner 1 (% of imports),China,,42.1
90,Solomon Islands,2015,Major trading partner 2 (% of exports),Australia,,1.4
90,Solomon Islands,2020,Major trading partner 2 (% of exports),Australia,,1
90,Solomon Islands,2023,Major trading partner 2 (% of exports),Australia,,10.2
90,Solomon Islands,2015,Major trading partner 2 (% of imports),Singapore,,17.1
90,Solomon Islands,2020,Major trading partner 2 (% of imports),Singapore,,8.4
90,Solomon Islands,2023,Major trading partner 2 (% of imports),Singapore,,14.1
90,Solomon Islands,2015,Major trading partner 3 (% of exports),Italy,,6.9
90,Solomon Islands,2020,Major trading partner 3 (% of exports),Italy,,9.1
90,Solomon Islands,2023,Major trading partner 3 (% of exports),Italy,,9.1
90,Solomon Islands,2015,Major trading partner 3 (% of imports),Australia,,28.9
90,Solomon Islands,2020,Major trading partner 3 (% of imports),Australia,,14.4
90,Solomon Islands,2023,Major trading partner 3 (% of imports),Australia,,13.7
706,Somalia,2015,Major trading partner 1 (% of exports),United Arab Emirates,,17.6
706,Somalia,2020,Major trading partner 1 (% of exports),United Arab Emirates,,30.1
706,Somalia,2023,Major trading partner 1 (% of exports),United Arab Emirates,,44.3
706,Somalia,2015,Major trading partner 1 (% of imports),United Arab Emirates,,24.5
706,Somalia,2020,Major trading partner 1 (% of imports),United Arab Emirates,,28.9
706,Somalia,2023,Major trading partner 1 (% of imports),United Arab Emirates,,33.7
706,Somalia,2015,Major trading partner 2 (% of exports),Oman,,20.6
706,Somalia,2020,Major trading partner 2 (% of exports),Oman,,36.7
706,Somalia,2023,Major trading partner 2 (% of exports),Oman,,33.4
706,Somalia,2015,Major trading partner 2 (% of imports),China,,13.4
706,Somalia,2020,Major trading partner 2 (% of imports),China,,20.2
706,Somalia,2023,Major trading partner 2 (% of imports),China,,19.1
706,Somalia,2015,Major trading partner 3 (% of exports),Saudi Arabia,,45.9
706,Somalia,2020,Major trading partner 3 (% of exports),Saudi Arabia,,8.2
706,Somalia,2023,Major trading partner 3 (% of exports),Saudi Arabia,,8.4
706,Somalia,2015,Major trading partner 3 (% of imports),India,,18.8
706,Somalia,2020,Major trading partner 3 (% of imports),India,,12.3
706,Somalia,2023,Major trading partner 3 (% of imports),India,,16.1
710,South Africa,2015,Major trading partner 1 (% of exports),China,,12.7
710,South Africa,2020,Major trading partner 1 (% of exports),China,,12.2
710,South Africa,2023,Major trading partner 1 (% of exports),China,,11.3
710,South Africa,2015,Major trading partner 1 (% of imports),China,,18.3
710,South Africa,2020,Major trading partner 1 (% of imports),China,,20.8
710,South Africa,2023,Major trading partner 1 (% of imports),China,,20.5
710,South Africa,2015,Major trading partner 2 (% of exports),United States,,7.7
710,South Africa,2020,Major trading partner 2 (% of exports),United States,,9.3
710,South Africa,2023,Major trading partner 2 (% of exports),United States,,7.5
710,South Africa,2015,Major trading partner 2 (% of imports),United States,,7
710,South Africa,2020,Major trading partner 2 (% of imports),United States,,6.4
710,South Africa,2023,Major trading partner 2 (% of imports),United States,,8.6
710,South Africa,2015,Major trading partner 3 (% of exports),Germany,,6.3
710,South Africa,2020,Major trading partner 3 (% of exports),Germany,,7.6
710,South Africa,2023,Major trading partner 3 (% of exports),Germany,,6.8
710,South Africa,2015,Major trading partner 3 (% of imports),Germany,,11.3
